Text,Category
you know i i was sort of on the phone,1
and uh you know my jaw just dropped and,1
i didn't really words weren't coming out,1
and of course my wife was there uh and,1
she could hear what,1
was being said on the phone and her jaw,1
dropped and she couldn't say,1
save much either so we were just kind of,1
mute it was a very one-sided,1
conversation,1
Can you explain your Nobel Prize-awarded discovery?,1
well you know everybody appreciates the,1
importance of oxygen right i mean you,1
just have to hold your breath,1
and you'll start feeling uncomfortable,1
very soon right because you have a,1
hundred trillion cells in your body,1
and they all need oxygen on a continuous,1
basis,1
uh you know principally to make energy,1
which,1
allows us to you know for this complex,1
organism,1
to function right and the body uses uh,1
glucose and oxygen in order to generate,1
energy,1
and so there has to be but by the same,1
token,1
oxygen at two higher levels causes,1
damage,1
to cells so the the there has to be a,1
very,1
tight coordination between supply and,1
demand,1
so the the amount of oxygen that each,1
cell requires,1
uh has to be matched by the delivery of,1
oxygen which is of course carried by red,1
blood cells,1
through the blood vessels to each cell,1
and,1
so so there's a beautiful you know,1
physiological system that maintains the,1
balance,1
between consumption and delivery of,1
oxygen,1
in every one of the 100 trillion cells,1
in your body under um normal healthy,1
conditions,1
uh and of course that balance is,1
disturbed,1
by many common diseases including,1
cardiovascular disease and cancer,1
[Music],1
What practical applications does your work have?,1
yes so you know the first uh translation,1
of the discovery of this system to the,1
clinic,1
is uh the development of new drugs for,1
the treatment of anemia,1
so we started by studying uh,1
the hormone that controls red blood cell,1
production called erythropoietin or,1
epo uh and uh uh,1
patients who have a chronic kidney,1
disease the kidneys stop,1
making ippo and they become anemic and,1
the discovery of epa was a revolution,1
because it,1
enabled the patients to receive a,1
recombinant epo protein as an,1
injection to stimulate red blood cell,1
production,1
but of course uh it's a recombinant,1
protein,1
and it has to be injected and uh now,1
there are in development uh,1
uh drugs that uh induce the activity,1
of the uh the factors that we identified,1
the hypoxia inducible factors that,1
control epo production and these drugs,1
can be given as pills by mouth,1
so that um,1
the the treatment of anemia can be,1
you know made much more convenient for,1
patients both with kidney disease and,1
other causes,1
of anemia and there are you know four,1
different,1
drugs that are all in advanced clinical,1
trials now over,1
25 000 patients are are being,1
studied in these trials uh and uh one of,1
the drugs has already been,1
approved for use in china and japan,1
and you know will probably be approved,1
in the u.s and europe within the next,1
year or so,1
if you know if if everything goes well,1
so that'll be the first,1
um application of our discoveries to the,1
clinic,1
uh uh another area so,1
you know in in that context uh the the,1
hypoxia inducible factors,1
are uh as i said play an important role,1
in in physiology,1
and uh when they're not be when they're,1
not produced in sufficient amounts we,1
would like to stimulate that,1
but in cancer the factors are produced,1
at very high amounts because,1
oxygen becomes very limiting in cancers,1
because the,1
the cells grow so rapidly that they,1
basically,1
outgrow their blood supply and become,1
very hypoxic,1
and uh and this can lead in fact to the,1
the cancer cells dying because they,1
don't have enough,1
oxygen which of course you'd say what's,1
bad,1
about that it you know that's what we,1
like cancer cells to do to die,1
but of course the cells that are very,1
far away,1
die but those that are closer they can,1
survive,1
but their exposure to low oxygen changes,1
them,1
makes them more invasive and metastatic,1
more difficult to kill and uh and,1
and we believe these cells are are,1
really,1
cells that are very dangerous in terms,1
of the risk of,1
the cancer spreading through the body,1
and resisting therapy,1
and pretty much all of the cancer,1
therapies are targeted to the,1
cells around blood vessels that have,1
lots of oxygen that are rapidly dividing,1
uh whereas the hypoxic cells,1
are not really targeted by any therapy,1
and we think that,1
if we can inhibit the activity of the,1
hypoxia inducible factors,1
in the hypoxic area of the cancers that,1
that will complement the existing,1
therapies,1
and lead to you know a better outcome,1
for patients with,1
advanced cancer and uh so,1
there's a uh a hip inhibitor that's now,1
in clinical trials for kidney cancer,1
um so i think we you know we've already,1
started down that road as well,1
when i say we i mean the the scientific,1
community and the pharmaceutical,1
industry,1
recognizing the importance of this area,1
for targeting in different diseases,1
Is there a good balance between basic and applied research in medicine today?,1
most applied research,1
comes from a foundation of basic,1
research,1
and what i mean by that is that the,1
basic studies are often done,1
just trying to understand a system and,1
and the properties of that system,1
without directly saying we want to,1
target this particular disease because,1
that tends to be less effective,1
than to say let's just learn about the,1
system,1
and by doing so over time it'll become,1
apparent how we might target the system,1
therapeutically,1
uh and so really that's uh that's how we,1
started just,1
with very basic fundamental research um,1
and and it's led now to i think many,1
applications,1
being apparent that that again will take,1
time,1
to unfold but will hopefully result in,1
new treatments for a number of different,1
Diseases,1
How did your upbringing influence your path to science?,1
my upbringing,1
possibly shaped me as a scientist mostly,1
because i was fortunate,1
i did not influence this i was fortunate,1
