Text,Category
competition they're designed to make sure that competition is not snuffed out,0
United States v. Microsoft...,0
in Microsoft you had what was at the time and the most successful and the,0
most valuable company in the world it was a company that as a company was,0
widely admired it had was led by an individual Bill Gates who was widely,0
admired I they had changed the personal,0
computing way in fundamentally and in a,0
way that we're never going back to the world was different and better because,0
what Microsoft had done and yet there,0
were very serious and I trust issues involved and so what you had to do was,0
you had to in a sense challenge this iconic man in this iconic company and do,0
it in a way that you could get a court to decide that it would intervene in the,0
marketplace and influence the decisions that this company was making and the,0
company's defense was what we're doing is best for the consumer that's always been our goal we've served the consumer,0
very well and you courts are going to come in and screw it all up and that was,0
a powerful argument and to the extent that the court trusted Microsoft that,0
was a winning argument which we had to do is we had to convince the court that,0
the court could not trust Microsoft to simply decide what was best for consumers the first thing that we did,0
was we needed to show the judge that there was a genuine dispute and the case,0
really involved I think the the central part of the case was a company called,0
Netscape had come out with a browser and everybody has browsers now but web,0
browsers at the time were very new and Netscape really had come out with a browser that dominated the market and,0
Microsoft was afraid that if the netscape browser really took hold people,0
would write programs for the netscape browser as opposed to the microsoft operating system that would eliminate,0
the tremendous advantage that microsoft had because everybody wanted a program to windows and it was critical to him,0
protecting microsoft's windows monopoly and that the browser from another,0
company like netscape not become too popular and so what they did was they,0
tied microsoft browser to the operating system in a way that made it difficult,0
for netscape to compete it and the question was did they have to do that,0
because if they had to tie it for the consumers sake then that Skate probably,0
couldn't complain but if they did it just to stymie netscape then there could,0
be an antitrust violation and of course they came in and said what we just did it because this was a better way to,0
serve the consumer and the first thing we had to do is we had to convince the,0
court that there was a reasonable argument on both sides here so that they,0
knew that the court knew that there was a necessity of trusting Microsoft and,0
then we had to show the court that Microsoft was not trustworthy and we did,0
that by attacking and undercutting and,0
showing that what they said that their narrative was simply not true ultimately we won the case the the,0
district court granted very very broad relief relief was cut back by the court,0
of appeals but the finding of liability was sustained unanimously by the Court,0
of Appeals and one things the Court of Appeals said was that they that the,0
arguments that Microsoft had made to justify the tie-in of the browser to the,0
operating system were simply pretextual and and they would not have been they,0
would not have been prepared I think to reach that conclusion if Microsoft,0
technical witnesses had maintained their credibility better we had a situation in,0
which for example one of their witnesses sponsored a tape that purported to show,0
a microsoft operating system being used,0
on the computer with a microsoft browser and then taking the microsoft browser off putting on the netscape browser and,0
it showed a deterioration of the performance and the way it was presented,0
was that computer was just running one computer and all that changed was the,0
change of the browser and as such that was a very powerful video and it was a,0
video that we had enormous difficulty figuring out how to attack because we,0
couldn't figure out why that performance was degraded and we couldn't replicate,0
that by the other hand we couldn't figure out how to attack what they had shown ultimately we were able to,0
demonstrate that what they had done was they had spliced together footage from,0
two different computers with two different programs and that it really,0
was a fabricated document and ultimately,0
Microsoft admitted that what they said was that they had accomplished this,0
result in the laboratory but then when they tried to film it they couldn't,0
repeat it and so what they did they made up this tape and introduced in,0
evidence now if they'd said all that at the time the tape never would have gotten into evidence but not saying it,0
was clearly misleading and badly and this was just one of several examples badly undercut their their credibility,0
and there's always a danger here that the drama will overwhelm facts and,0
that a dramatic instance of that kind of cross-examination will be given too much,0
weight but in fact in a case like this where the real issue is can you trust,0
this company to be doing what it says that is serving the consumers as opposed,0
to locking out competitors I think there's a good argument that a very,0
heavy weight on such kind of dissembling is appropriate I think that there's,0
always a danger that when you have this kind of decision that government will,0
overreact and I think in the United States we avoided that but in in Europe,0
I think that one of the unintended,0
consequences of of a Microsoft case was I think that the finding of liability,0
and to some extent the damage that occurred to Microsoft's credibility led,0
the European regulators to impose regulations on them that were actually,0
quite anti-competitive and anti-consumer so I think that one of the things you,0
always have to be alert to in these kind of situations particularly where the government is involved is that you want,0
to be sure that the remedy matches the violation the original remedy by the,0
district court which while very broad was a divestiture remedy they required,0
the separation of the operating system from application programming and that while,0
quite drastic would not have inhibited competition in the way that some of,0
European regulatory acts did so I think,0
that Microsoft was a very important case and he was very important in terms of,0
antitrust enforcement policy here in the United States but it was not it was not,0
a case that did not have some consequences that I think we're not who,0
are not ideal,0
"When you lose, do you wonder what you could have done differently?",0
it's always hard to know whether you could have done anything differently I,0
mean obviously Bush v Gore did not go the way I would have liked to have it go but looking back I can't see of how we,0
could have change people's minds I mean particularly since they stopped the vote,0
County before we had the argument by the same vote count that they ultimately decided the five to four that they,0
decided the ultimate decision so I don't see anything there although I've thought,0
about it probably a lot other cases I,0
mean there was a case that I worked on,0
in the 1970s rising out of Jackson State,0
College shootings and turmoil that followed Martin Luther King's,0
assassination where we represented the students that had been injured and the,0
families of the students that had been killed in the Jackson City College shootings and we established that the,0
police had used excessive force too hard when you shoot up a college dormitory,0
but we established that they had used excessive force in the shootings but,0
because a lot of what was used with shotguns we could not trace the bullet,0
or pellet that injured or killed a particular student to a particular gun so we couldn't prove which of the,0
officers had been responsible for which injury now we were able to prove which,0
officers used excessive force but linking that causally to it now we,0
thought that that didn't matter because they were all engaged in a common activity and when that is true you're,0
responsible for what everybody is doing but the courts ruled against us it there,0
and and there was never a recovery for those shootings and I have and we that,0
was a case that we tried to take the Supreme Court and we got three votes for cert but you need four so we missed it,0
again missed it by one the Supreme Court justice and I've I've not figured out,0
how we could have presented it differently but that's the kind of thing that you think about,0
Westmoreland v. CBS...,0
in the Westmoreland case what had happened is CBS had broadcast a documentary that was very critical of,0
general Westmoreland's handling of the Vietnam War and general Westmoreland had sued for like 120 million dollars,0
damages which was in the 1980s even more money than it is now and what was at,0
stake was the ability of the press to criticize government officials in the,0
conduct of their official activities and this was not a situation in which CBS,0
was printing something about the generals personal life or accusing him of shoplifting or anything that might be,0
unrelated to his office his official duties this is this was a broadcast,0
criticizing the commanding general in one of America's most unpopular Wars for,0
the conduct of that war and we thought that it would send a terrible message to,0
say that that commander could then block,0
that criticism and recover damages for it in other words what the documentary,0
essentially asserted was that in order to keep support for the war and at home,0
in the United States they had given a falsely optimistic picture of how well,0
the war was going and they had done so in part by manipulating enemy troop,0
strength statistics to show that they were killing and eliminating more of the,0
enemy than they actually were and so they kept telling the American people that they were winning the war and they,0
were using these statistics to prove it but the statistics were not true in,0
addition to general Westmoreland there were a number of very high-ranking public officials who both were,0
represented in the broadcast and who appeared at trial and this was it this was a case in which,0
most of the evidence came from witnesses who were not on CB s aside most of the,0
evidence came from military personnel government officials former government,0
officials so we had to make our case largely through cross-examination and,0
one of the things that we had to do was to demonstrate that Westmoreland's,0
narrative was not true and that Aris was and again credibility became critically,0
important and it was a difficult cross-examination of Westmoreland,0
because Westmoreland was somebody who had devoted his entire life to serving,0
his country you might agree or disagree with what he did and what he said but he,0
was obviously a patriot who had done whatever he did because he believed that was in the country's interest and so you,0
had to be very careful not to offend the jury by attacking him too early and,0
here's I mentioned patience before patience was absolutely critical to that,0
cross-examination because I had to get the jury to understand that he wasn't,0
being forthcoming before I challenged him before I asserted that because if I,0
had simply gone in on a frontal attack right from the beginning I could have,0
turned that jury off of when I first caught him in inconsistencies rather,0
than build it up like I said I would ordinarily do I actually would under play it I would say Oh general exponent,0
you said this now that just seems to me a little inconsistent with this document I'm sure there's an explanation,0
can you tell tell me what the explanation is and so I would go through that until and I did that for an entire,0
day before I really began to pick up the pace because I wanted the jury to become,0
uncomfortable you could just tell from the way the jurors would look and they'd shift that his explanations just didn't,0
hold water and they understood that and so once they begin to understand that he,0
was not being completely accurate in his in his testimony you could begin to push,0
him a little harder and one of the critical points in the examination was and this happened after,0
I built up I think some credibility with the jury and I had undermined the,0
generals credibility I asked I asked him whether he had not consciously attempted,0
to convey an optimistic picture and he said he had not and I said well general,0
you certainly went around telling people that there was light at the end of the tunnel didn't you do that and he said,0
absolutely not I wouldn't I wouldn't do that because I it wasn't true and that's too optimistic and I would never have,0
said that and so I now I did build it up because I had a cable from him to,0
Maxwell Taylor saying I can now tell you that there's light at the end of the tunnel and so once that came out and it,0
was it was even more important than it had to be because if if he had simply,0
said yes I was optimistic I believed we were winning or if he had simply said yes I said there was light at the end of,0
tunnel because I thought there was but when he said I would never say that it's not true and then you confronted that,0
was really devastating consequence and and and he ultimately just dropped his,0
lawsuit without any payment or any compensation,0
Courtroom strategy...,0
gambling and litigation like flying an,0
airplane or sailing a sailboat in the open ocean is not intrinsically,0
difficult but it is terribly unforgiving of even small mistakes,0
small mistakes may have disproportionately large adverse,0
consequences and so you have to be patient you have to be careful and you,0
have to be sure that you understand what the risks are it's very easy in times of,0
stress tension or excitement to be less careful to be less patient to be more,0
emotional that can have devastating consequences for a gambler or a lawyer,0
or a pilot or a sailor control the facts control the narrative you've got,0
competing narratives and that is if you've got a good opponent you've got competing narratives I and you want the,0
jury to focus on your narrative and you never want to let the other side control,0
your story and control your narrative now that's not always easy to do because,0
trials are you put a witness on and you examine them and they examine them and,0
they always get a chance to ask questions and they always get a chance to put on their own witnesses so you,0
can't control the flow of information that comes in so what you have to do is,0
you have to look well you can is package mold present that information in a way,0
that supports the narrative that you're you're presenting and and to do that,0
probably the single most important thing is to be sure that you understand the,0
narrative and that that narrative is true now everybody is going to pick a,0
true narrative that supports their case that's what advocates do but you must be,0
sure that the narrative is true there are truths that will support your case,0
and there usually some truths that will support the other person's case the danger is that you aren't willing,0
ready to rely just on the truth that,0
supports your case and what you try to do to try to support your case with other things that aren't going to be,0
able to sustain the weight of cross-examination the weight of a contrary narrative the weight of,0
cross-examination from the other side the weight of contrary documents because,0
in that case if you try to build your narrative on things that you cannot,0
demonstrably prove you risk losing the credibility of the jury and you risk,0
confusing the jury because now they think that some of the things you put in there that you couldn't sustain our,0
things that are really important to you whereas what you want to be doing is trying to convince the jury that the,0
only thing that is important are the truth that supports your case most cases,0
not every case but most cases have,0
points truths that support that case,0
certainly the cases that I do generally don't get to court unless there is,0
something to be said for both sides now the Perry case the marriage equality,0
case was an exception to that rule the other side just didn't have a case yeah,0
they didn't have any truths,0
When were you first attracted to the law?,0
I think in grade school when I was reading Perry Mason novels I think from,0
as early as I can remember I wanted either to be a high school history teacher American history teacher like my,0
father was or a lawyer like Perry Mason it was criminal basically criminal,0
defense but it was it was trial work it was the conducting of a trial the,0
investigatory phase the analytical phase it was very exciting challenging and it,0
was the kind of thing that I knew I'd be interested in I think it was just a,0
combination of competitiveness analytical ability I've never been great,0
at reading so something where you could use your mind and you could analyze,0
problems and you could present problems orally with something that was,0
attractive to me but it was it was the excitement it was the challenge a trial,0
is essentially a morality play you're you're trying you've got to have a,0
narrative you've got to have a story you've got to be trying to explain to the judge or the jury why your client is,0
right and the other side is wrong but you've got to do it in the context of making them understand how that fits in,0
to a narrative that they can believe to be credible I have written a couple of books but for me the sort of highest and,0
best use was in in the courtroom or teaching I still do love to teach and I,0
teach occasionally as an adjunct professor but I would have I would have,0
been very happy I think as a American history teacher and I'm drew Happy's,0
lawyer,0
What did you admire about your father's work as a history teacher?,0
I think it was a combination of things it was his ability to relate to students,0
it was his mastery of the subject matter and the interest of the subject matter,0
you couldn't not be interested in American history,0
growing up with him but I think I would have been interested in American history in any event because I believe it is so,0
important to our culture and so important to the kind of people we are the kind of values we have the kind of,0
problems we face and the way we we need to reach solutions to those problems history teaches us so much about that,0
and about the nature of the American experience the nature of the American culture the nature of the American,0
people we are a unusual society unusual,0
nation we don't have a traditional historical ancestral land we aren't of a,0
single race when out of a single religion there is no sort of ethnic,0
definition of an American we don't even have a common language what binds us,0
together as a people is our culture and history is really the keeper of that,0
culture the first things you have to do when you take on a case is what every,0
writer every investigative reporter every playwright has to do and that is,0
understand what the facts are understand what the story is that is available,0
there what is the raw material you have to work with who are the characters that,0
you have what are the events what are the historical markers that you've got to deal with what are the documents that,0
you have to deal with and then you try to figure out what are the truths and,0
supports your client how do you construct a narrative that relies on the,0
truths that are helpful to a narrative that will lead the judge of the jury,0
for your client and that requires all of,0
the analytical and presentational skills of somebody who's going to put on a play,0
or a movie documentary because what you're trying to do is you're trying to,0
present a narrative that the jury can understand absorb and be motivated by,0
now the complicating factor is that unlike a play you can't write the script,0
for all the players you can only write the script and write the script is a,0
even for your own witnesses it's not perfect ability but you can only determine what,0
witnesses you call for your side the other side gets a chance to bring in,0
their witnesses and they get dance or ask your witnesses questions so you've,0
got to present your story at least in part by asking questions of people who,0
don't want to give you answers that will help your narrative and you have to use,0
your ability to ask questions of people who do want to help you to be sure you focus what they say in a way that's,0
going to provide truthful but supportive answers it's easy to get truthful,0
answers if you don't have to worry about them support in your case and you can sometimes get supportive answers if you,0
don't have to worry about the truth but to get truthful supportive answers it's,0
what you've got to do and and to do that you've got to understand the facts better than anybody else even better,0
than the parties when you try case,0
involving a company whether it's your client or somebody else's client you've,0
got to understand their business their products their issues than they do themselves John is a very,0
important aspect and it's important in in a couple of respect I mean first of all it's important just so that the jury,0
doesn't get so bored that they don't listen remember they they don't have to listen,0
and if you don't keep with them at least interested enough so that they're gonna,0
pay attention it doesn't make any difference how good your case is because they won't hear it they won't absorb it so you've got to,0
find a way of keeping their interest and remember you're trying in some cases to,0
keep their interest for weeks or months about a subject that's very complicated that they don't know anything about it's,0
hard and so unless you have some drama involved in that you're gonna lose their,0
interest the second thing that you wanted you want to use drama for is to emphasize the points that you make those,0
can be points of substance or they can,0
be points of undercutting the credibility of the other side but you want to have enough drama there so that,0
you are emphasizing the things that help you and for example sometimes a lawyer,0
will find that a witness has said something that for the other side has said something that's not accurate and,0
the instinct is to show them a document or something and it shows that it's not,0
accurate and just do that immediately now if you do that that's helpful but if you save them now you just said,0
this you don't really mean that do you they say oh yes I absolutely mean it,0
you're just making that up aren't you you're just making that up um now this,0
is a dramatic confrontation now the jury is focusing on it now if you've made it,0
dramatic you damn well better be sure that you've got nailed that you're going,0
to be able to show to the jury that the person did just make it up because if you confront them,0
dramatically and then you can't follow through not only have you not made your point but you've damaged your credibility but,0
if you've really got it nailed what you want to do is you want to build up that conflict build it up before you demolish,0
it so that when you demolish it it's a dramatic event that the jury is really,0
really focused on,0
Dyslexia...,0
I had a tough time reading in elementary school elementary school was not intrinsically difficult for me but I,0
didn't read until I was in third grade at all and when I did start to read I,0
read slowly and I'm still not a fast reader it was diagnosed I must have been,0
this would have been in 1974 so I was in my middle 30s what happened was one of,0
my middle children had substantial difficulties reading in kindergarten,0
early first-grade and so we took him to be tested and analyzed and they determined he had dyslexia and the,0
person who was doing it wanted to examine the parents and it became clear,0
that I was the culprit but I had never I never even heard the word dyslexia and,0
and didn't really focus on the fact that I had a learning disability at all when,0
I grew up I grew up in a small farming community in Illinois in the 1940s in,0
that time and in that place how well little boy read it was not a particularly important factor and,0
certainly was not a defining quality in terms of how either I thought of myself,0
or other people thought of me I was good at other aspects of school and the fact that I read slowly didn't seem to bother,0
most people and didn't bother me at the time that's quite different for the way children are faced today today reading,0
and academic competition becomes terribly important even in early grades and tends to find the way children look,0
at themselves their peers look at them and even their parents look at them and that's it that's a terribly,0
disadvantageous thing I didn't read very well but I was really good at arithmetic and I was really good at social studies,0
and even my reading was masked my,0
reading problems were masked a little bit by the fact that I could memorize,0
On the high school debate team...,0
in debate you tend to prepare these note cards and he write down all these things,0
in the note cards and and then during a debate you'll reference the note cards and one of the things I found it was,0
because of my dyslexia it was really not practical for me to use note cards it,0
took me too long to sort of find my place in the note card read the point,0
and then come back and as you know from interviewing people if you've got a,0
camera or a tape recorder running three or four or five seconds of dead time,0
seems like an eternity and so if you're in a debate and you sort of lose your,0
place it takes you three or four or five or six seconds you've sort of lost your audience so I had to learn to speak,0
extemporaneously I've had to learn to have an outline in my head and then,0
speak around that outline without having taught being tied to notes or scripts,0
and as I learned that which was really essential for me given my dyslexia and,0
that turned out to be a very helpful and powerful skill later you want to give,0
your opponent chance to make a mistake you want to be sure that before if you've got a trap before you spring the,0
trap everything is in place you want to be sure that your case is well-prepared,0
that you haven't gone too far out on a limb you've not exposed your credibility most,0
important thing in a trial is your credibility because particularly with a,0
jury high you've got 12 citizens who have been brought in they don't know anything,0
about you they don't know I think about your opponent they don't know anything about the case in fact if they know,0
anything about you or your opponent or the case they probably can't serve on the jury so you've got a blank slate,0
that you're working with now how are they going to figure out who to trust how they gonna figure out who to believe,0
they're gonna believe the person that has credibility and that credibility is built up over time and so if you lose,0
credibility with respect to a point you're not only losing that point but you may be losing your ability,0
to keep for the juries trust and if you've lost that you've lost the case and you you want to be sure and that as,0
you develop your narrative I need to develop your case you are developing,0
something at the beginning that you'll be able to sustain at the end too often,0
people have the most colorful and often very quite persuasive arguments at the,0
beginning that they're not going to be able to sustain at the end and that's worse than not having them at all,0
because what you've done is not only if you lost it but you have told the jury that you've lost it and you've probably,0
lost your credibility along the way,0
The American Dream...,0
the American dream a dream of equality opportunity of constant progress of,0
openness inclusiveness I think is what is a core part of what we think of as,0
the American culture I think that the American dream of that kind of,0
opportunity inequality is what allows us I think to be innovative to be,0
entrepreneurial to be creative to take chances and it is what allows us to not,0
only tolerate but celebrate individual achievement I one of the things that I,0
regret in the last few decades is the sense of we them us they 1% 99 percent,0
the haves have not kind of conflict where people who have too much or trying,0
to hold on to it people who don't have enough or trying to take it from somebody else what we as a people have always thought,0
is that we work together to try to expand the pie and to try to give every new generation an opportunity the,0
problem comes when people believe that the new generation is not going to have,0
an equal opportunity part of the social compact I think that binds us together,0
as a people is the sense that we will tolerate and as I say even celebrate,0
somebody else's success because we believe our children will have the same opportunity to achieve that success when,0
that is no longer true when we no longer think our children are going to get a,0
new deal then our willingness to tolerate those kind of differences,0
diminishes and I think that it's important that we try to get back to the,0
principle of equality of opportunity it's not equality of result but it's,0
quality of opportunity but if an equal result in one generation is going to,0
destroy the quality of opportunity of the next generation people are not going to tolerate that,0
welcome everybody to interview and to cinema time magazine,0
described this amazing woman as one of the nation's most effective,0
advocate of family rights and feminist causes,0
president barack obama referred to her as one of the best attorneys in the,0
country she's a partner at the los angeles law firm of allred morocco and goldberg,0
her law firm has been the leading women's rights law firm in the united,0
states for 44 years and have won hundreds of millions of dollars,0
for victims she has been inducted into the national women's hall of fame,0
and has received the lifetime achievement award from the national trial lawyers on,0
january 2021 she will also receive,0
a lifetime achievement award from the american lawyer magazine i can't tell you,0
how delighted and excited i am and honored to introduce today's interview guest,0
the great gloria allred gloria i'm so happy to see you she's,0
also my friend but my friend by the way everybody so i want you to know that i know this,0
woman as an incredibly kind loving genuine friend that would,0
always have your back so that's from my personal side but we have so much,0
you know to talk about gloria in 1984 you represented rita mia and she,0
she was actually raped by seven catholic priests and you took on the catholic priests,0
in the entire case and that's really taking on a huge power what was it like,0
for you and her to go through it and make it public and really confront,0
something that ached from so much of america well first of all thank you very,0
much daphne for inviting me to join you today on this interview on,0
cinema you are a very warm dear person and,0
a very talented person and a very charitable person and i admire,0
you and i'm honored to be with you for this interview in reference to my client,0
rita mia uh she was and is a very courageous person and,0
uh rita came to me she alleged that she had been sexually abused by seven catholic,0
priests and had a baby by one of them and of course you know there were other,0
attorneys who felt that they couldn't take on the catholic church that they were too,0
powerful and uh then it was suggested to her that,0
she come to me uh and of course i'm not concerned about the powerful we,0
are used to waging what we call david versus goliath battles davita versus goliath battles,0
and uh i felt that there certainly was evidence that what she was saying was,0
true and that injustice had been done to her and that i had to uh take on her case,0
to support her uh to guide her to help her to win as much justice as was possible,0
under the circumstances that may have been one of the first,0
cases against the catholic church that was made public and it was covered all over the world,0
and uh later we found out that there was even discussion of this case in the vatican and,0
uh that was in the vatican files uh having said that uh we,0
were on a long legal journey together and of course when we filed the lawsuit,0
against the seven catholic priests uh many of them suddenly disappeared,0
from the parishes that they were in and went apparently elsewhere so that they couldn't be,0
located i will say that after 23 years of litigation agitation,0
and uh legislation uh we ultimately were able to settle,0
with the catholic church i i think they couldn't take it anymore it was like peeling back layers of the,0
onion and more and more people came out about pre-sexual abuse and uh,0
and on and on so uh we fought that battle uh from our point of view we won that,0
battle uh many many people found that to be a,0
teaching moment that you know to stand up against sexual,0
abuse whether it's against a powerful institution such as the church uh,0
and we did find out that there was a cover-up uh in part that uh we gained uh,0
uh possession of a letter uh in which the uh bishop was uh or the archbishop,0
was indicating to one of the priests that he should not come back to the united states,0
uh that he even told to leave the united states he should not come back because of a lawsuit that was pending and that was of course,0
our lawsuit uh but we found that you know if we can,0
persist we can resist uh we can succeed and we ultimately did win,0
a settlement for her and uh i ended up uh some years later also uh representing,0
her uh baby who grew up and we did ultimately prove that one of the uh priests was in fact,0
the father of her child uh he had been required to take a dna test,0
by the court and it showed that in fact he was the father of the child i always say the child was indeed,0
a child of the church uh that her father was a father father,0
because she was conceived in the church's rectory so all i can say is uh rita,0
in many ways started a movement a movement for change a movement for justice and i was very,0
very honored to be part of that journey to justice yeah you know the amazing part is the,0
impact on her and also on the community because um you,0
know that kind of thing went on as we know in many other areas of the catholic church,0
and i believe that they this had such an impact on so many people that were silent but how,0
did it impact her and her child well uh you know one day i'm sure,0
they're going to speak for themselves but and i would like them to be able to do that but all i can say,0
is rita is one of the bravest people i've ever met because you can imagine,0
that it was hard in the 1980s for many people to even imagine that priests could do,0
such a thing and uh and that and that the church might be involved,0
in you know in a sense in covering it up but now we know that's all possible and,0
now uh you know they have had to be accountable to so many people to so many,0
children for example who were sexually abused and they've had to be accountable to the,0
parents of those children rita of course was a uh devout catholic,0
at the time she wanted to be a nun in fact uh and her parents sent her to the church because they wanted her to be,0
safe and they felt that would be a safe place for her so what i can say,0
is uh rita is is just soldiering on through her life uh and she continues to be an,0
inspiration to me and to many others who have stood up and decided that they,0
too are going to seek justice yeah and which you know really leads me to,0
another case and again you seem to peek on the underdog and you see well,0
